ID,Code,Subject,School,classroom,course,schedule,Professor ,Professor Email,gender,RequiredSubject,TypeOfSubject,students,required,in-class subject
7980,S1-7-7980,Art,Emory University,C_3,1,11:00 AM,Shay Vernon,Shay_Vernon8067@bauros.biz,Female,S3-8-365,Core,38,FALSE,TRUE
7981,S2-3-7981,Basic Math,University of Connecticut,C_9,2,12:00 AM,Tara Eyres,Tara_Eyres5046@hourpy.biz,Female,S4-10-302,Core,37,TRUE,FALSE
7982,S3-8-7982,Mathematics,University of Chicago,C_5,3,4:00 PM,Roger Atkinson,Roger_Atkinson9736@irrepsy.com,Male,S4-8-759,Core,59,TRUE,TRUE
7983,S3-3-7983,Health,Texas A&M University,C_20,3,11:00 AM,Noah Murphy,Noah_Murphy7397@nimogy.biz,Male,S3-10-496,Core,27,FALSE,TRUE
7984,S1-3-7984,Health,Tulane University,C_20,1,4:00 PM,Erick Lewin,Erick_Lewin6705@yahoo.com,Male,S3-10-792,Core,15,FALSE,FALSE
7985,S1-2-7985,Trigonometry,University of California,C_3,1,8:00 AM,Sienna Yates,Sienna_Yates1045@deavo.com,Female,S4-1-610,Interdisciplinary,39,TRUE,TRUE
7986,S1-4-7986,Ancient Civilizations,University of Illinois at Urbana-Champaign,C_3,1,4:00 PM,Eduardo Goodman,Eduardo_Goodman8389@guentu.biz,Male,S2-7-408,Core,42,FALSE,TRUE
7987,S1-2-7987,Science,Georgia Institute of Technology,C_20,1,1:00 PM,Dalia Newman,Dalia_Newman3828@extex.org,Female,S2-3-719,Interdisciplinary,35,FALSE,FALSE
7988,S4-9-7988,Language Arts,Dartmouth College,C_7,4,11:00 AM,Carl Middleton,Carl_Middleton6952@zorer.org,Male,S1-1-72,Optional,23,FALSE,TRUE
7989,S2-7-7989,Spanish,Rensselaer Polytechnic University,C_14,2,3:00 PM,Hank Shaw,Hank_Shaw6784@kideod.biz,Male,S3-1-761,Core,51,TRUE,FALSE
7990,S2-7-7990,Design and technology,University of California,C_4,2,11:00 AM,Rosa Powell,Rosa_Powell4520@gembat.biz,Female,S3-3-555,Interdisciplinary,19,TRUE,TRUE
7991,S4-6-7991,Speech,University of Hawai,C_16,4,5:00 PM,Owen London,Owen_London3448@elnee.tech,Male,S4-4-506,Optional,18,TRUE,FALSE
7992,S3-9-7992,Design and technology,Oregon State University,C_3,3,6:00 PM,Daron Ashwell,Daron_Ashwell9003@tonsy.org,Male,S2-5-383,Core,20,TRUE,TRUE
7993,S4-9-7993,Spanish,Tufts University,C_7,4,11:00 AM,Alexander Whittle,Alexander_Whittle9440@deavo.com,Male,S4-1-244,Core,16,FALSE,FALSE
7994,S2-6-7994,Grammar,Princeton University,C_2,2,6:00 PM,Josh Cowan,Josh_Cowan1750@twace.org,Male,S2-5-394,Core,33,TRUE,FALSE
7995,S2-8-7995,Leadership,University of California,C_15,2,10:00 AM,Joseph Vinton,Joseph_Vinton8997@twipet.com,Male,S2-1-481,Core,57,TRUE,TRUE
7996,S4-5-7996,Mathematics,Texas A&M University,C_5,4,5:00 PM,Lindsay Sinclair,Lindsay_Sinclair1738@cispeto.com,Female,S2-8-214,Core,32,TRUE,FALSE
7997,S1-7-7997,Handwriting,Washington University in St. Louis,C_12,1,7:00 PM,Kieth Willis,Kieth_Willis7063@nanoff.biz,Male,S3-9-518,Core,59,FALSE,TRUE
7998,S2-10-7998,Instrumental Music,University of Florida,C_20,2,6:00 PM,Chuck Jones,Chuck_Jones5524@yahoo.com,Male,S2-2-887,Core,45,FALSE,FALSE
7999,S1-10-7999,Sociology,University of Rochester,C_3,1,10:00 AM,Liam Baldwin,Liam_Baldwin6576@irrepsy.com,Male,S3-4-277,Core,59,FALSE,FALSE
8000,S3-3-8000,Handwriting,University of California,C_7,3,12:00 AM,Camila King,Camila_King7166@corti.com,Female,S3-8-603,Core,56,TRUE,TRUE
8001,S1-8-8001,French,Georgetown University,C_20,1,1:00 PM,Liam Gibbons,Liam_Gibbons2391@nanoff.biz,Male,S3-4-30,Optional,33,FALSE,FALSE
8002,S3-3-8002,Accounting,Florida State University,C_5,3,1:00 PM,Johnny Osmond,Johnny_Osmond8344@womeona.net,Male,S3-10-496,Core,16,FALSE,FALSE
8003,S2-3-8003,American Literature,Brandeis University,C_2,2,9:00 AM,Jack Cooper,Jack_Cooper5138@bauros.biz,Male,S3-8-25,Core,25,TRUE,FALSE
8004,S2-8-8004,Art,University of Colorado Boulder,C_9,2,7:00 PM,Renee Nanton,Renee_Nanton2655@ovock.tech,Female,S4-2-433,Core,39,FALSE,TRUE
8005,S2-4-8005,LOGIC,University of Illinois,C_18,2,5:00 PM,William Wright,William_Wright4383@infotech44.tech,Male,S4-4-706,Core,42,FALSE,TRUE
8006,S3-5-8006,Sociology,Howard University,C_17,3,7:00 PM,Celina Harrison,Celina_Harrison8562@mafthy.com,Female,S4-8-312,Optional,52,FALSE,TRUE
8007,S4-10-8007,Health,Northwestern University,C_2,4,10:00 AM,Makenzie Andrews,Makenzie_Andrews8428@famism.biz,Female,S3-9-807,Interdisciplinary,23,FALSE,TRUE
8008,S3-8-8008,Economics,University of Colorado Boulder,C_1,3,3:00 PM,Bryon Forth,Bryon_Forth3956@gmail.com,Male,S4-10-850,Core,21,TRUE,FALSE
8009,S1-7-8009,French,University of Illinois,C_7,1,12:00 AM,Abdul Hunter,Abdul_Hunter4478@irrepsy.com,Male,S4-10-173,Core,28,FALSE,TRUE
8010,S3-4-8010,Modern Literature,University of Rochester,C_18,3,1:00 PM,Fiona Calderwood,Fiona_Calderwood9659@deavo.com,Female,S3-8-603,Core,57,FALSE,FALSE
8011,S1-6-8011,Health,Washington State University,C_11,1,4:00 PM,Violet Wade,Violet_Wade6371@acrit.org,Female,S1-4-121,Core,20,FALSE,FALSE
8012,S1-5-8012,Instrumental Music,University of Southern California,C_20,1,4:00 PM,Mason Gaynor,Mason_Gaynor4293@brety.org,Male,S2-9-77,Core,27,TRUE,FALSE
8013,S2-8-8013,History,University of Kansas,C_14,2,5:00 PM,Summer Nicolas,Summer_Nicolas3467@bauros.biz,Female,S1-3-434,Core,49,TRUE,TRUE
8014,S3-5-8014,Instrumental Music,Boston College,C_5,3,5:00 PM,Denis Mould,Denis_Mould3335@ovock.tech,Male,S4-2-967,Core,54,TRUE,FALSE
8015,S2-1-8015,Trigonometry,University of California,C_7,2,3:00 PM,Alexander Fox,Alexander_Fox7831@iatim.tech,Male,S2-3-812,Core,49,FALSE,TRUE
8016,S2-2-8016,Trigonometry,Lehigh University,C_10,2,9:00 AM,Caleb Wright,Caleb_Wright6265@corti.com,Male,S2-8-876,Interdisciplinary,29,TRUE,FALSE
8017,S2-1-8017,LOGIC,Rice University,C_6,2,1:00 PM,Erick Pearson,Erick_Pearson5977@jiman.org,Male,S4-8-19,Core,15,FALSE,FALSE
8018,S3-1-8018,Accounting,California Institute of Technology (Caltech),C_7,3,8:00 AM,Meredith York,Meredith_York7277@joiniaa.com,Female,S3-8-635,Interdisciplinary,57,TRUE,FALSE
8019,S2-2-8019,Science,University of North Carolina,C_11,2,8:00 AM,Maribel Lunt,Maribel_Lunt155@eirey.tech,Female,S2-6-509,Core,58,TRUE,TRUE
8020,S3-5-8020,Dramatics,University of South Florida,C_3,3,3:00 PM,Kate Mooney,Kate_Mooney53@grannar.com,Female,S1-7-601,Core,38,TRUE,TRUE
8021,S3-9-8021,Design and technology,University of Michigan,C_8,3,11:00 AM,Henry Michael,Henry_Michael4194@vetan.org,Male,S4-3-292,Interdisciplinary,22,FALSE,TRUE
8022,S3-9-8022,Ecology,University of Iowa,C_12,3,1:00 PM,Javier Hood,Javier_Hood4604@mafthy.com,Male,S4-1-216,Core,12,FALSE,FALSE
8023,S4-2-8023,Latin,University of Colorado,C_20,4,9:00 AM,Alex Walker,Alex_Walker3815@tonsy.org,Female,S1-1-193,Core,41,TRUE,FALSE
8024,S1-9-8024,Music,Tulane University,C_19,1,8:00 PM,Tiffany Swan,Tiffany_Swan634@guentu.biz,Female,S1-1-288,Core,29,FALSE,TRUE
8025,S1-5-8025,Spanish,University of Illinois at Urbana-Champaign,C_12,1,8:00 AM,Rocco Murphy,Rocco_Murphy1292@acrit.org,Male,S2-5-150,Optional,48,FALSE,FALSE
8026,S1-6-8026,Science,Indiana University Bloomington,C_11,1,11:00 AM,Lara Evans,Lara_Evans199@vetan.org,Female,S4-10-736,Core,34,FALSE,FALSE
8027,S4-3-8027,Ancient Civilizations,University of California,C_7,4,6:00 PM,Aeris Walter,Aeris_Walter7561@supunk.biz,Female,S2-5-582,Core,34,TRUE,FALSE
8028,S4-9-8028,Health,Wayne State University,C_9,4,4:00 PM,Caleb Fulton,Caleb_Fulton7744@fuliss.net,Male,S1-6-858,Core,27,TRUE,TRUE
8029,S3-2-8029,Handwriting,University of Michigan,C_20,3,2:00 PM,Carter Matthews,Carter_Matthews5294@gompie.com,Male,S2-5-38,Core,32,FALSE,TRUE
8030,S1-7-8030,Ecology,Boston University,C_2,1,7:00 PM,Liam Stewart,Liam_Stewart4662@typill.biz,Male,S3-1-63,Core,40,FALSE,FALSE
8031,S4-7-8031,Design and technology,The University of Tennessee,C_5,4,10:00 AM,Owen Warren,Owen_Warren8657@gembat.biz,Male,S4-7-871,Optional,12,TRUE,TRUE
8032,S2-3-8032,History,Washington State University,C_2,2,7:00 PM,Rosa Robertson,Rosa_Robertson6812@bungar.biz,Female,S1-8-531,Optional,46,FALSE,FALSE
8033,S4-6-8033,American Literature,Iowa State University,C_18,4,3:00 PM,Johnathan Corbett,Johnathan_Corbett8874@muall.tech,Male,S3-8-995,Core,23,TRUE,TRUE
8034,S2-1-8034,Handwriting,The University of Arizona,C_15,2,5:00 PM,Julian Wilton,Julian_Wilton907@famism.biz,Male,S1-3-284,Core,53,TRUE,TRUE
8035,S4-8-8035,Basic Math,New York University,C_16,4,5:00 PM,Andie Olivier,Andie_Olivier1570@typill.biz,Female,S3-4-942,Core,48,TRUE,FALSE
8036,S3-5-8036,Sociology,University of Maryland,C_8,3,4:00 PM,Angelica Wood,Angelica_Wood982@bulaffy.com,Female,S4-6-550,Core,28,TRUE,FALSE
8037,S1-2-8037,Mathematics,University of Illinois,C_2,1,7:00 PM,Henry Duvall,Henry_Duvall7549@sheye.org,Male,S4-4-906,Interdisciplinary,58,FALSE,TRUE
8038,S2-3-8038,Speech,New York University,C_17,2,2:00 PM,Danny Wilde,Danny_Wilde2957@muall.tech,Male,S2-9-298,Core,49,TRUE,FALSE
8039,S3-6-8039,Economics,Cornell University,C_18,3,9:00 AM,Domenic Warren,Domenic_Warren7905@joiniaa.com,Male,S4-8-395,Core,57,FALSE,FALSE
8040,S3-8-8040,Instrumental Music,Columbia University,C_6,3,9:00 AM,Taylor Swan,Taylor_Swan2415@supunk.biz,Female,S1-7-22,Core,23,TRUE,TRUE
8041,S2-2-8041,Mathematics,University of North Carolina,C_14,2,8:00 AM,Ronald Rogan,Ronald_Rogan4074@joiniaa.com,Male,S2-1-686,Interdisciplinary,17,FALSE,TRUE
8042,S4-10-8042,Modern Literature,University of Florida,C_7,4,11:00 AM,Jacob Harvey,Jacob_Harvey6678@jiman.org,Male,S4-7-871,Core,16,FALSE,FALSE
8043,S2-9-8043,Basic Math,Tufts University,C_3,2,11:00 AM,Rowan Gates,Rowan_Gates9971@atink.com,Female,S4-2-100,Core,31,FALSE,FALSE
8044,S1-6-8044,Economics,University of Rochester,C_5,1,6:00 PM,Johnathan Corbett,Johnathan_Corbett8874@muall.tech,Male,S1-3-434,Core,24,TRUE,FALSE
8045,S4-10-8045,LOGIC,University of Colorado Boulder,C_1,4,10:00 AM,Josh Blackburn,Josh_Blackburn1606@typill.biz,Male,S2-5-38,Interdisciplinary,39,TRUE,FALSE
8046,S3-9-8046,Dramatics,University of Illinois at Urbana-Champaign,C_9,3,4:00 PM,Sharon Parker,Sharon_Parker2124@deons.tech,Female,S4-7-869,Core,24,TRUE,TRUE
8047,S2-7-8047,Science,University of Southern California,C_9,2,4:00 PM,Adalie Smith,Adalie_Smith5218@grannar.com,Female,S1-3-575,Core,46,TRUE,TRUE
8048,S1-3-8048,Ecology,Massachusets Institute of Technology,C_11,1,1:00 PM,Bart Needham,Bart_Needham1290@muall.tech,Male,S1-8-973,Interdisciplinary,17,FALSE,FALSE
8049,S1-8-8049,Speech,University of Illinois at Urbana-Champaign,C_2,1,4:00 PM,Jade Hammond,Jade_Hammond7564@irrepsy.com,Female,S1-9-478,Core,38,TRUE,FALSE
8050,S3-8-8050,Grammar,University of Vermont,C_1,3,5:00 PM,Martin Clifton,Martin_Clifton3884@zorer.org,Male,S3-5-626,Core,41,FALSE,TRUE
8051,S1-5-8051,Music,Northwestern University,C_9,1,9:00 AM,Joseph Morgan,Joseph_Morgan6575@extex.org,Male,S1-8-153,Core,43,FALSE,FALSE
8052,S3-3-8052,Handwriting,Tufts University,C_4,3,10:00 AM,Goldie Robe,Goldie_Robe5166@zorer.org,Female,S2-6-144,Interdisciplinary,35,FALSE,TRUE
8053,S2-1-8053,Health,University of Chicago,C_18,2,6:00 PM,Oliver Roman,Oliver_Roman6448@nimogy.biz,Male,S1-6-579,Core,44,FALSE,TRUE
8054,S3-8-8054,Accounting,Pennsylvania State University,C_17,3,11:00 AM,John Whitmore,John_Whitmore19@twipet.com,Male,S1-2-685,Interdisciplinary,19,TRUE,TRUE
8055,S2-4-8055,German,University of California,C_18,2,3:00 PM,Jacqueline Irving,Jacqueline_Irving4340@atink.com,Female,S1-10-517,Core,58,TRUE,FALSE
8056,S4-4-8056,Physical Education,University of Vermont,C_17,4,12:00 AM,Alba Johnson,Alba_Johnson8288@cispeto.com,Female,S1-7-164,Optional,54,FALSE,TRUE
8057,S3-10-8057,Earth Science,Arizona State University,C_9,3,5:00 PM,Eduardo Drummond,Eduardo_Drummond6403@deavo.com,Male,S3-3-417,Core,17,FALSE,FALSE
8058,S2-3-8058,Geography,Colorado State University,C_16,2,9:00 AM,Irene Goldsmith,Irene_Goldsmith543@atink.com,Female,S1-8-169,Core,14,TRUE,TRUE
8059,S4-6-8059,Physical Education,Arizona State University,C_2,4,11:00 AM,Meredith Wood,Meredith_Wood7373@famism.biz,Female,S2-6-176,Optional,15,FALSE,FALSE
8060,S1-2-8060,Modern Literature,Arizona State University,C_6,1,12:00 AM,Cristal Paterson,Cristal_Paterson9824@sheye.org,Female,S1-1-905,Core,21,FALSE,FALSE
8061,S2-3-8061,Accounting,University of Utah,C_10,2,8:00 AM,Zoe Callan,Zoe_Callan7508@gompie.com,Female,S3-2-981,Core,12,TRUE,TRUE
8062,S4-10-8062,Basic Math,Wake Forest University,C_4,4,4:00 PM,Deborah Gibbons,Deborah_Gibbons8018@liret.org,Female,S1-9-194,Core,52,TRUE,FALSE
8063,S2-5-8063,Handwriting,University of Virginia,C_11,2,9:00 AM,Danny Bryant,Danny_Bryant2588@joiniaa.com,Male,S3-10-192,Core,31,TRUE,TRUE
8064,S3-8-8064,Grammar,The New School,C_6,3,8:00 AM,Hayden Barclay,Hayden_Barclay4975@eirey.tech,Male,S1-1-171,Core,52,FALSE,FALSE
8065,S4-6-8065,Grammar,University of Connecticut,C_16,4,3:00 PM,Jack Nurton,Jack_Nurton8511@kideod.biz,Male,S3-4-145,Core,52,FALSE,TRUE
8066,S2-8-8066,American Literature,Tulane University,C_7,2,8:00 AM,Violet May,Violet_May3261@infotech44.tech,Female,S1-1-50,Interdisciplinary,45,FALSE,FALSE
8067,S4-3-8067,French,University of California,C_18,4,8:00 AM,Carrie Robe,Carrie_Robe9823@naiker.biz,Female,S2-7-645,Core,28,FALSE,FALSE
8068,S3-3-8068,Art,Clark University,C_11,3,7:00 PM,Denis Rainford,Denis_Rainford5283@acrit.org,Male,S4-4-912,Interdisciplinary,41,TRUE,TRUE
8069,S2-1-8069,Language Arts,University of Chicago,C_11,2,4:00 PM,Carla Ventura,Carla_Ventura3530@brety.org,Female,S1-8-41,Core,12,FALSE,FALSE
8070,S3-7-8070,LOGIC,University of Southern California,C_2,3,12:00 AM,Julius Roberts,Julius_Roberts2729@elnee.tech,Male,S2-3-389,Interdisciplinary,49,TRUE,FALSE
8071,S4-2-8071,Art,Colorado State University,C_11,4,12:00 AM,Johnathan London,Johnathan_London344@sveldo.biz,Male,S2-9-298,Core,52,TRUE,FALSE
8072,S1-8-8072,Mathematics,Wayne State University,C_9,1,11:00 AM,Carter Hunt,Carter_Hunt9482@eirey.tech,Male,S2-9-607,Optional,56,TRUE,TRUE
8073,S2-4-8073,LOGIC,Rice University,C_5,2,11:00 AM,Macy Farrant,Macy_Farrant8594@nanoff.biz,Female,S1-7-324,Core,20,FALSE,FALSE
8074,S3-9-8074,Modern Literature,University of Utah,C_3,3,12:00 AM,Leilani Hill,Leilani_Hill5076@ovock.tech,Female,S3-3-495,Interdisciplinary,18,TRUE,TRUE
8075,S2-4-8075,Handwriting,Vanderbilt University,C_14,2,4:00 PM,Josh Notman,Josh_Notman170@qater.org,Male,S1-10-941,Core,37,TRUE,TRUE
8076,S1-9-8076,Leadership,University of Wisconsin-Madison,C_12,1,2:00 PM,Roger Burnley,Roger_Burnley1831@typill.biz,Male,S2-6-144,Core,41,TRUE,FALSE
8077,S3-9-8077,English IV,Washington University in St. Louis,C_14,3,5:00 PM,Johnathan Hill,Johnathan_Hill9490@cispeto.com,Male,S1-1-522,Core,55,FALSE,TRUE
8078,S4-5-8078,Ancient Civilizations,Rice University,C_1,4,7:00 PM,Marissa Upsdell,Marissa_Upsdell8155@gembat.biz,Female,S3-3-546,Optional,20,TRUE,FALSE
8079,S2-8-8079,Language Arts,University of California,C_14,2,5:00 PM,Caleb Andrews,Caleb_Andrews6560@ovock.tech,Male,S2-5-527,Core,49,TRUE,FALSE
8080,S2-8-8080,Physical Education,The University of Arizona,C_17,2,5:00 PM,Jessica Fox,Jessica_Fox501@muall.tech,Female,S2-4-843,Optional,37,FALSE,FALSE
8081,S2-4-8081,Art,Georgia Institute of Technology,C_16,2,12:00 AM,Angel Vaughan,Angel_Vaughan1546@guentu.biz,Female,S4-7-379,Core,44,FALSE,TRUE
8082,S3-10-8082,English IV,Northwestern University,C_9,3,12:00 AM,Jacob Harvey,Jacob_Harvey6678@jiman.org,Male,S3-7-914,Core,57,TRUE,FALSE
8083,S1-2-8083,Modern Literature,University of Illinois,C_19,1,8:00 PM,Jenna Dyson,Jenna_Dyson7136@deons.tech,Female,S2-1-760,Optional,48,FALSE,TRUE
8084,S4-9-8084,Earth Science,University of Massachusetts Amherst,C_9,4,8:00 PM,Mason Clarke,Mason_Clarke588@twace.org,Male,S1-3-564,Interdisciplinary,59,FALSE,TRUE
8085,S1-9-8085,Speech,Washington State University,C_17,1,6:00 PM,Sebastian Radley,Sebastian_Radley3428@fuliss.net,Male,S2-4-765,Core,44,TRUE,FALSE
8086,S3-10-8086,Science,Rensselaer Polytechnic University,C_4,3,3:00 PM,Bryce Adams,Bryce_Adams2925@deons.tech,Female,S1-1-27,Core,48,FALSE,FALSE
8087,S1-2-8087,Science,Stanford University,C_2,1,11:00 AM,John Whitmore,John_Whitmore19@twipet.com,Male,S1-2-464,Core,48,TRUE,TRUE
8088,S2-7-8088,Design and technology,University of New Mexico,C_6,2,7:00 PM,Jayden Jennson,Jayden_Jennson4176@kideod.biz,Male,S4-10-438,Optional,44,FALSE,FALSE
8089,S2-7-8089,Earth Science,Princeton University,C_2,2,10:00 AM,Hope West,Hope_West175@corti.com,Female,S4-8-735,Core,22,TRUE,TRUE
8090,S1-6-8090,Leadership,University of Notre Dame,C_18,1,2:00 PM,Joy Swan,Joy_Swan2590@brety.org,Female,S1-6-369,Core,42,FALSE,TRUE
8091,S3-6-8091,History,Virginia Polytechnic Institute and State University,C_8,3,6:00 PM,Henry Allen,Henry_Allen4268@nimogy.biz,Male,S1-7-324,Interdisciplinary,43,TRUE,FALSE
8092,S1-8-8092,English IV,University of Oklahoma,C_11,1,8:00 AM,Alexander Kaur,Alexander_Kaur5597@supunk.biz,Male,S1-4-117,Core,27,TRUE,FALSE
8093,S4-1-8093,Resource Program,University of California,C_20,4,4:00 PM,Susan Lindsay,Susan_Lindsay9200@gmail.com,Female,S3-3-423,Core,32,TRUE,FALSE
8094,S4-3-8094,Spanish,Washington State University,C_10,4,7:00 PM,Gabriel Overson,Gabriel_Overson8661@typill.biz,Male,S3-2-910,Interdisciplinary,39,TRUE,FALSE
8095,S3-4-8095,Accounting,University of Colorado,C_12,3,3:00 PM,Bob Wilton,Bob_Wilton5763@fuliss.net,Male,S3-5-751,Optional,39,FALSE,FALSE
8096,S1-4-8096,Health,University of California,C_7,1,10:00 AM,Cassidy Attwood,Cassidy_Attwood7508@nanoff.biz,Female,S4-10-671,Core,58,TRUE,FALSE
8097,S2-7-8097,Language Arts,University of Pittsburgh,C_16,2,8:00 PM,Shannon Robertson,Shannon_Robertson2063@deons.tech,Female,S1-8-443,Core,22,FALSE,FALSE
8098,S3-3-8098,Accounting,University of Connecticut,C_10,3,3:00 PM,Chris Farrant,Chris_Farrant2966@hourpy.biz,Male,S4-9-52,Core,32,FALSE,FALSE
8099,S3-5-8099,Health,Carnegie Mellon University,C_9,3,10:00 AM,Chester Abbot,Chester_Abbot3445@dionrab.com,Male,S3-9-715,Optional,49,FALSE,TRUE
8100,S2-6-8100,Resource Program,University of Michigan,C_8,2,1:00 PM,Josh Blackburn,Josh_Blackburn1606@typill.biz,Male,S4-1-388,Core,56,FALSE,FALSE
8101,S4-8-8101,Economics,Florida State University,C_6,4,8:00 AM,Deborah Gibbons,Deborah_Gibbons8018@liret.org,Female,S2-9-621,Core,57,TRUE,TRUE
8102,S2-5-8102,Physical Education,Columbia University,C_13,2,9:00 AM,Carl Robinson,Carl_Robinson877@iatim.tech,Male,S4-3-828,Core,34,TRUE,FALSE
8103,S4-4-8103,Earth Science,California Institute of Technology (Caltech),C_18,4,4:00 PM,Domenic Yang,Domenic_Yang3451@mafthy.com,Male,S2-5-521,Core,51,FALSE,FALSE
8104,S1-10-8104,Modern Literature,University of Miami,C_1,1,8:00 PM,Celia Bolton,Celia_Bolton1885@nimogy.biz,Female,S1-4-113,Core,28,FALSE,FALSE
8105,S2-8-8105,Modern Literature,Wayne State University,C_2,2,8:00 PM,Chris Quinn,Chris_Quinn9649@eirey.tech,Male,S2-8-600,Core,49,TRUE,FALSE
8106,S3-3-8106,Instrumental Music,University of Maryland,C_13,3,10:00 AM,Catherine Johnson,Catherine_Johnson5632@gmail.com,Female,S4-1-944,Optional,39,FALSE,FALSE
8107,S2-9-8107,Modern Literature,Brown University,C_16,2,7:00 PM,Rosalee Rowan,Rosalee_Rowan2372@eirey.tech,Female,S2-9-86,Core,56,TRUE,TRUE
8108,S4-3-8108,Sociology,Stanford University,C_1,4,9:00 AM,Benny Silva,Benny_Silva9840@mafthy.com,Male,S4-3-479,Core,21,TRUE,FALSE
8109,S4-8-8109,Accounting,University of Maryland,C_1,4,11:00 AM,Winnie Poole,Winnie_Poole5847@liret.org,Female,S2-3-347,Core,42,FALSE,TRUE
8110,S4-7-8110,Instrumental Music,Yale University,C_8,4,1:00 PM,Makenzie Devonport,Makenzie_Devonport97@typill.biz,Female,S4-1-739,Core,52,FALSE,TRUE
8111,S2-8-8111,Art,University of Massachusetts Amherst,C_15,2,8:00 AM,Alexander Whittle,Alexander_Whittle9440@deavo.com,Male,S2-2-779,Optional,51,TRUE,FALSE
8112,S2-4-8112,Accounting,University of Pennsylvania,C_7,2,10:00 AM,Fred Hooper,Fred_Hooper8260@irrepsy.com,Male,S2-1-123,Core,51,TRUE,FALSE
8113,S2-1-8113,Music,University of Colorado Boulder,C_16,2,5:00 PM,Alan Riley,Alan_Riley7340@gompie.com,Male,S4-3-162,Core,15,TRUE,TRUE
8114,S4-10-8114,Sociology,Rice University,C_16,4,3:00 PM,Martha Morris,Martha_Morris7724@gompie.com,Female,S1-4-523,Core,53,TRUE,FALSE
8115,S1-6-8115,Modern Literature,George Washington University,C_7,1,8:00 PM,Lorraine Hopkinson,Lorraine_Hopkinson7596@gmail.com,Female,S1-1-406,Interdisciplinary,22,FALSE,FALSE
8116,S1-10-8116,Economics,Rutgers University - New Brunswick,C_8,1,5:00 PM,Rufus Allen,Rufus_Allen4199@bungar.biz,Male,S1-2-881,Core,41,FALSE,FALSE
8117,S3-4-8117,Music,Emory University,C_2,3,8:00 AM,Renee Nanton,Renee_Nanton2655@ovock.tech,Female,S3-9-715,Core,36,TRUE,FALSE
8118,S4-2-8118,Speech,Pennsylvania State University,C_15,4,12:00 AM,Adina Victor,Adina_Victor4990@sveldo.biz,Female,S4-6-32,Core,43,TRUE,FALSE
8119,S4-1-8119,Sociology,Wayne State University,C_1,4,3:00 PM,Marie Martin,Marie_Martin1389@grannar.com,Female,S1-6-537,Optional,34,TRUE,FALSE
8120,S3-8-8120,Health,Indiana University Bloomington,C_7,3,11:00 AM,Allison Stevens,Allison_Stevens1649@bulaffy.com,Female,S2-4-809,Interdisciplinary,16,FALSE,FALSE
8121,S4-9-8121,French,Emory University,C_3,4,5:00 PM,Barney Harris,Barney_Harris656@bretoux.com,Male,S3-2-929,Core,24,TRUE,TRUE
8122,S1-7-8122,History,Cornell University,C_19,1,12:00 AM,Erick Lewin,Erick_Lewin6705@yahoo.com,Male,S4-9-803,Core,51,TRUE,FALSE
8123,S3-10-8123,Geography,Northeastern University,C_12,3,6:00 PM,Daniel Fenton,Daniel_Fenton870@liret.org,Male,S2-1-318,Core,57,TRUE,FALSE
8124,S1-4-8124,Accounting,Wake Forest University,C_6,1,1:00 PM,Rosa Robertson,Rosa_Robertson6812@bungar.biz,Female,S4-1-341,Optional,41,TRUE,TRUE
8125,S2-10-8125,English IV,The New School,C_15,2,4:00 PM,Josephine Baldwin,Josephine_Baldwin5571@gmail.com,Female,S4-10-850,Core,19,FALSE,FALSE
8126,S1-3-8126,Handwriting,Dartmouth College,C_10,1,4:00 PM,Martha Hudson,Martha_Hudson455@typill.biz,Female,S3-2-619,Optional,22,TRUE,FALSE
8127,S1-9-8127,French,University of Illinois at Urbana-Champaign,C_8,1,8:00 PM,Lorraine Hopkinson,Lorraine_Hopkinson7596@gmail.com,Female,S3-7-254,Interdisciplinary,39,TRUE,FALSE
8128,S3-5-8128,Geography,Case Western Reserve University,C_20,3,8:00 AM,Macy Dixon,Macy_Dixon4300@hourpy.biz,Female,S1-6-514,Core,39,FALSE,FALSE
8129,S4-3-8129,Earth Science,The New School,C_7,4,10:00 AM,Josh Denton,Josh_Denton9025@sveldo.biz,Male,S3-1-28,Core,54,TRUE,FALSE
8130,S1-1-8130,Accounting,The Ohio State University,C_20,1,4:00 PM,Harry Powell,Harry_Powell7977@gmail.com,Male,S3-1-798,Core,17,TRUE,FALSE
8131,S2-9-8131,Design and technology,Case Western Reserve University,C_15,2,2:00 PM,Owen Edwards,Owen_Edwards5117@famism.biz,Male,S1-4-208,Core,19,FALSE,FALSE
8132,S4-5-8132,Speech,Rutgers University - New Brunswick,C_18,4,2:00 PM,Erica Walker,Erica_Walker8409@bauros.biz,Female,S2-3-648,Core,13,FALSE,FALSE
8133,S1-10-8133,Physical Education,University of Hawai,C_1,1,5:00 PM,Kenzie Thomas,Kenzie_Thomas9873@eirey.tech,Female,S1-5-656,Core,14,TRUE,FALSE
8134,S2-7-8134,Mathematics,University of Washington,C_18,2,3:00 PM,Gemma Reyes,Gemma_Reyes9512@zorer.org,Female,S4-10-736,Core,55,FALSE,TRUE
8135,S2-2-8135,Spanish,University of California,C_20,2,11:00 AM,Mina Jennson,Mina_Jennson6085@ubusive.com,Female,S3-9-165,Interdisciplinary,45,FALSE,FALSE
8136,S3-2-8136,Art,University of Notre Dame,C_6,3,5:00 PM,Jade Hammond,Jade_Hammond7564@irrepsy.com,Female,S1-1-638,Core,15,TRUE,FALSE
